-0.014937863	-0.045597095	0.081685564	-0.02130292	0.029077157	-0.057118748	0.043069725	-0.028012136	0.01505005	-0.0355993	0.003134754	-0.053197975	0.000248425	-0.03456644	0.015148483
-0.007910044	-0.040518062	0.084823646	-0.006626681	0.024310337	-0.036194709	0.034195495	-0.052226235	0.037103463	-0.009292181	-0.005257946	-0.009127982	0.006947408	0.005710139	0.032241344
-0.024102053	-0.08955154	-0.00377248	-0.031401952	-0.051720744	0.012144485	-0.022144801	-0.054071339	-0.029058667	-0.078477169	0.005357543	0.015088377	0.001429036	-0.097940562	0.015259373
-0.000542912	-0.041478842	0.086116966	-0.028771608	0.02699797	-0.048023256	0.034564987	-0.060754739	0.036526591	-0.004071346	0.018673348	0.044070737	0.055344435	0.049382051	0.06165056
-0.015147264	-0.001440622	-0.035337335	-0.000355517	-0.022738599	0.040140465	0.022068156	-0.037205807	-0.02626517	0.013668907	0.014684968	-0.053526312	0.010554424	-0.055676738	-0.068503624
-0.073753996	0.074485242	-0.022121487	-0.059409367	0.013083581	0.000161865	-0.034876259	0.030410154	0.025652838	-0.043989723	-0.016137636	-0.001380092	0.025176283	0.028270886	0.021085397
-0.010489093	0.022241301	-0.043267332	0.024835168	-0.035916596	0.033434213	0.032911895	-0.018089384	-0.05480962	-0.020057865	0.057034526	-0.029270362	0.012544832	-0.015655054	-0.028496154
0.00759674	0.097684641	-0.036317967	-0.039861997	0.099751992	0.005288079	-0.009948051	-0.005134958	-0.047178952	0.009759098	0.059149132	-0.040847718	-0.004913162	-0.094336371	0.071365773
-0.003884164	0.050236942	0.01344039	0.048326689	-0.056955128	0.117886008	-0.043134782	0.038668357	-0.109476903	-0.068490174	-0.01445937	-0.019041489	-0.037561142	0.002017087	-0.034615111
0.028153378	-0.024301614	-0.06862288	-0.001716119	0.011474615	-0.006456132	-0.002733433	-0.030222665	-0.072034988	-0.03194604	0.069062476	-0.006033961	-0.022796311	0.007603638	0.008757471
0.019520975	-0.043407351	0.025671898	-0.023153706	0.033873086	0.001624303	0.040532733	0.002032734	0.016378279	0.027642457	0.024557299	0.016019267	-0.012337759	0.056906545	0.009859254
0.007786738	-0.051242156	0.016275911	-0.022246374	0.020455979	-0.026864723	0.032141543	-0.006234099	-0.012732917	0.003498189	0.03044214	0.004972661	-0.00744914	0.047775753	0.013744456
